DATE CASE;TYPE;PRODUCT CATEGORY;PRODUCT;HAZARD;ORIGIN COUNTRY;RISK DECISION
19/06/2017;food;fruits and vegetables;watermelon seeds;absence of certified analytical report,absence of health certificate(s);nigeria;not serious
24/05/2017;food;nuts, nut products and seeds;sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
22/05/2017;food;nuts, nut products and seeds;peanuts;absence of certified analytical report,absence of health certificate(s);india;not serious
12/05/2017;food;herbs and spices;chilli powder in spices mix;absence of certified analytical report,absence of health certificate(s);india;not serious
12/05/2017;food;herbs and spices;ground pepper in several masala spices mixes;absence of certified analytical report,absence of health certificate(s);india;not serious
05/05/2017;food;herbs and spices;curry leaves;absence of certified analytical report,absence of health certificate(s);india;not serious
05/05/2017;food;soups, broths, sauces and condiments;sushi vinegar;absence of certified analytical report,absence of health certificate(s);china;not serious
28/04/2017;food;herbs and spices;black pepper;absence of certified analytical report,absence of health certificate(s);ethiopia;not serious
28/04/2017;food;fruits and vegetables;fenugreek;absence of certified analytical report,absence of health certificate(s);ethiopia;not serious
28/04/2017;food;fruits and vegetables;curry leaves;absence of certified analytical report,absence of health certificate(s);india;not serious
28/04/2017;food;herbs and spices;ginger powder;absence of certified analytical report,absence of health certificate(s);ethiopia;not serious
28/04/2017;food;herbs and spices;long peppers;absence of certified analytical report,absence of health certificate(s);ethiopia;not serious
28/04/2017;food;herbs and spices;turmeric powder;absence of certified analytical report,absence of health certificate(s);ethiopia;not serious
26/04/2017;food;nuts, nut products and seeds;pistachio powder;absence of certified analytical report,absence of health certificate(s);iran;not serious
19/04/2017;food;herbs and spices;dried curry leaves;absence of certified analytical report,absence of health certificate(s);india;not serious
18/04/2017;food;confectionery;fig jam;absence of certified analytical report,absence of health certificate(s);turkey;not serious
31/03/2017;food;nuts, nut products and seeds;whole organic sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
22/03/2017;food;herbs and spices;curry leaves;absence of certified analytical report,absence of health certificate(s);india;not serious
10/03/2017;food;herbs and spices;whole nutmeg;absence of certified analytical report,absence of health certificate(s);india;not serious
17/02/2017;food;nuts, nut products and seeds;peanut pakoras;absence of certified analytical report,absence of health certificate(s);india;not serious
19/01/2017;food;nuts, nut products and seeds;sesame and coconut chikki;absence of certified analytical report,absence of health certificate(s);india;not serious
05/01/2017;food;cereals and bakery products;rice noodles;absence of certified analytical report,absence of health certificate(s);china;not serious
25/11/2016;food;fruits and vegetables;dried figs;absence of certified analytical report,absence of health certificate(s);turkey;not serious
02/11/2016;food;nuts, nut products and seeds;masala peanuts;absence of certified analytical report,absence of health certificate(s);india;not serious
24/10/2016;food;nuts, nut products and seeds;flavoured groundnuts;absence of certified analytical report,absence of health certificate(s);hong kong;not serious
21/07/2016;food;nuts, nut products and seeds;pistachios;absence of certified analytical report,absence of health certificate(s);iran;not serious
13/07/2016;food;nuts, nut products and seeds;salted peanuts;absence of certified analytical report,absence of health certificate(s);india;not serious
12/07/2016;food;nuts, nut products and seeds;masala peanuts;absence of certified analytical report,absence of health certificate(s);india;not serious
21/04/2016;food;herbs and spices;fish masala;absence of certified analytical report,absence of health certificate(s);india;not serious
29/09/2015;food;nuts, nut products and seeds;shelled hazelnuts;absence of certified analytical report,absence of health certificate(s);turkey;serious
15/09/2015;food;nuts, nut products and seeds;roasted pistachios;absence of certified analytical report,absence of health certificate(s);turkey;not serious
21/05/2015;food;nuts, nut products and seeds;peanut candies;absence of certified analytical report,absence of health certificate(s);india;not serious
13/02/2015;food;nuts, nut products and seeds;peanut butter;absence of certified analytical report,absence of health certificate(s);china;not serious
25/06/2014;food;nuts, nut products and seeds;sesame and groundnuts paste;absence of certified analytical report,absence of health certificate(s);china,hong kong;not serious
12/09/2013;food;nuts, nut products and seeds;mixed nuts bar;absence of certified analytical report,absence of health certificate(s);turkey;not serious
16/08/2013;food;nuts, nut products and seeds;peanuts;absence of certified analytical report,absence of health certificate(s);india;not serious
18/07/2013;food;fruits and vegetables;fresh curry leaves;absence of certified analytical report,absence of health certificate(s);india;not serious
07/01/2013;food;nuts, nut products and seeds;hazelnuts,almonds,peanuts;absence of certified analytical report,absence of health certificate(s);china,serbia,turkey,united states;not serious
24/03/2015;food;nuts, nut products and seeds;roasted groundnuts;absence of certified analytical report,absence of health certificate(s),absence of labelling,attempt to illegally import;ghana;not serious
22/05/2017;food;nuts, nut products and seeds;watermelon seeds;absence of certified analytical report,absence of health certificate(s),attempt to illegally import;nigeria;not serious
24/07/2018;food;herbs and spices;dried whole chilli peppers;absence of certified analytical report,absence of health certificate(s),infested with moulds;india;not serious
06/04/2016;food;fruits and vegetables;betel leaves;absence of certified analytical report,absence of health certificate(s),origin unclear;india;not serious
05/04/2016;food;fruits and vegetables;betel leaves;absence of certified analytical report,absence of health certificate(s),origin unclear;india;not serious
04/04/2016;food;fruits and vegetables;betel leaves;absence of certified analytical report,absence of health certificate(s),origin unclear;india;not serious
15/03/2017;food;nuts, nut products and seeds;shelled groundnuts;absence of certified analytical report,improper health certificate(s);india;not serious
19/07/2016;food;nuts, nut products and seeds;roasted and salted pistachios in shell;absence of certified analytical report,suspicion of fraudulent health certificate(s);turkey;not serious
26/03/2015;food;nuts, nut products and seeds;fig and hazelnut snacks;absence of common entry document (ced);turkey;not serious
02/06/2014;food;fruits and vegetables;paan leaves;absence of common entry document (ced);india;not serious
07/04/2014;food;fruits and vegetables;paan leaves;absence of common entry document (ced);india;not serious
03/04/2014;food;fruits and vegetables;paan leaves;absence of common entry document (ced);india;not serious
28/03/2014;food;fruits and vegetables;coriander leaves,yard long beans,peppermint,eggplants (aubergines);absence of common entry document (ced);thailand;not serious
05/06/2014;food;nuts, nut products and seeds;melon seeds;absence of common entry document (ced),absence of certified analytical report;nigeria;not serious
03/03/2015;food;nuts, nut products and seeds;hazelnut butter;absence of common entry document (ced),absence of health certificate(s);serbia;not serious
11/06/2014;food;nuts, nut products and seeds;melon seeds;absence of common entry document (ced),absence of health certificate(s);nigeria;not serious
25/11/2020;food;poultry meat and poultry meat products;frozen roast duck;absence of common health entry document (ched);china;not serious
08/07/2020;food;bivalve molluscs and products thereof;mussels and oysters powder;absence of common health entry document (ched);new zealand;not serious
05/07/2019;food;fruits and vegetables;frozen raspberries;absence of common health entry document (ched);serbia;not serious
03/01/2018;food;nuts, nut products and seeds;pistachio nuts;absence of common health entry document (ched);iran;not serious
03/01/2018;food;fruits and vegetables;raisins;absence of common health entry document (ched);iran;not serious
27/12/2017;food;fruits and vegetables;raisins;absence of common health entry document (ched);turkey;not serious
27/12/2017;food;fruits and vegetables;raisins;absence of common health entry document (ched);iran;not serious
22/08/2017;food;fruits and vegetables;raisins;absence of common health entry document (ched);iran;not serious
09/07/2015;food;fruits and vegetables;dried beans;absence of common health entry document (ched);nigeria;not serious
13/01/2017;food;prepared dishes and snacks;river snails rice noodles & corn sticks;absence of common health entry document (ched),absence of health certificate(s);china;not serious
21/03/2016;food;fruits and vegetables;roasted and ground figs;absence of common health entry document (ched),absence of health certificate(s);turkey;not serious
20/06/2016;food;nuts, nut products and seeds;shelled groundnuts;absence of common health entry document (ched),attempt to illegally import;ghana;not serious
16/09/2016;fcm;food contact materials;melamine sushi bowls and trays;absence of declaration of compliance;china;not serious
22/12/2015;fcm;food contact materials;plastic kitchen utensils;absence of declaration of compliance;hong kong;not serious
27/10/2021;fcm;food contact materials;unknown products;absence of declaration of compliance;pakistan;not serious
17/12/2020;food;crustaceans and products thereof;cooked peeled shrimps and prawns;absence of expiry date;france;serious
17/12/2020;food;poultry meat and poultry meat products;chilled whole chicken;absence of expiry date;france;serious
27/02/2020;food;meat and meat products (other than poultry);chilled cooked ham cubes;absence of expiry date;poland;serious
05/09/2019;food;milk and milk products;chilled mango's and passion fruit's yoghurt drink;absence of expiry date;france;not serious
29/10/2018;food;prepared dishes and snacks;chilled salads;absence of expiry date;netherlands;serious
24/05/2016;food;fish and fish products;chilled cod fillets (gadus gadus);absence of expiry date;netherlands;not serious
26/06/2015;food;cephalopods and products thereof;frozen squid (loligo chinensis);absence of expiry date;china;not serious
27/03/2020;food;meat and meat products (other than poultry);frozen sausages;absence of expiry date,shigatoxin-producing escherichia coli;united kingdom;serious
06/07/2020;food;fruits and vegetables;dried figs;absence of health certificate(s);turkey;not serious
18/06/2020;food;other food product / mixed;shiro miso paste;absence of health certificate(s);china;not serious
11/06/2020;food;cocoa and cocoa preparations, coffee and tea;cappuccino and latte;absence of health certificate(s);turkey;not serious
11/06/2020;food;cocoa and cocoa preparations, coffee and tea;cappuccino and latte;absence of health certificate(s);turkey;not serious
08/06/2020;food;cocoa and cocoa preparations, coffee and tea;cappuccino and latte;absence of health certificate(s);turkey;not serious
08/06/2020;food;cocoa and cocoa preparations, coffee and tea;cappuccino and latte;absence of health certificate(s);turkey;not serious
